zipcode,bldgtype,eui,wui,ghg,ess,electricity,natural_gas,gfa,year
10032,Multifamily Housing,120.7,59.93,7.08,55.0,760256.9,218757.6,59000.0,1912
10001,Office,224.9,17.51,6.93,67.0,19421104.4,7619886.4,306718.0,1954
10001,Office,180.7,54.26,6.97,70.0,2585337.4,5550.0,62604.0,1908
11225,Multifamily Housing,137.9,134.76,5.34,45.0,745414.1,2822380.8,40479.0,1931
11230,Multifamily Housing,113.2,104.31,4.73,77.0,594387.8,3869994.3,54644.0,1927
11213,Multifamily Housing,105.9,67.66,4.23,76.0,738099.8,3759547.0,62664.0,1930
11235,Multifamily Housing,111.0,53.67,4.36,70.0,1669854.0,6214838.4,109624.0,1969
11226,Multifamily Housing,123.2,79.24,5.03,51.0,717882.2,4522733.5,60381.0,1931
11225,Multifamily Housing,107.6,52.02,4.31,82.0,726168.6,4181375.7,66538.0,1940
11229,Multifamily Housing,114.2,62.07,4.82,65.0,551131.6,3849539.0,52530.0,1935
10001,Hotel,226.6,93.78,7.24,70.0,2532676.4,2486700.0,49287.0,2004
11235,Multifamily Housing,87.6,37.68,3.57,88.0,1554651.0,7565739.6,151239.0,1961
10452,Multifamily Housing,138.1,116.68,7.92,17.0,714913.7,294490.9,58560.0,1928
10027,Multifamily Housing,154.3,111.81,8.39,55.0,935553.4,507360.0,61650.0,1920
10463,Multifamily Housing,74.4,78.96,3.79,91.0,798020.4,367256.7,72245.0,1928
10031,Multifamily Housing,135.5,103.48,7.05,70.0,1047501.6,277039.4,67330.0,1911
11235,Multifamily Housing,92.4,56.68,3.73,89.0,1876881.7,8661891.3,167846.0,1935
10466,Multifamily Housing,119.1,74.68,6.13,42.0,750960.7,1466715.5,54115.0,1929
11235,Multifamily Housing,190.8,76.7,6.92,4.0,5855360.8,12083630.4,167846.0,1935
11235,Multifamily Housing,153.1,87.79,5.94,19.0,2458741.0,7925886.5,107519.0,1929
10472,Multifamily Housing,145.3,140.05,8.39,27.0,928464.3,283056.7,69900.0,1929
10463,Multifamily Housing,135.4,81.58,7.57,33.0,830494.0,216360.0,64800.0,1927
11225,Multifamily Housing,115.8,6.76,4.67,69.0,1162712.1,6655769.2,97850.0,1932
11235,Multifamily Housing,91.7,50.71,3.69,62.0,1664425.1,8015406.4,155347.0,1953
11225,Multifamily Housing,117.8,45.1,4.8,58.0,1451614.5,8496503.4,120768.0,1930
11225,Multifamily Housing,120.8,70.12,4.76,64.0,1962322.3,8463718.2,131103.0,1930
11218,Multifamily Housing,126.7,48.46,5.28,54.0,925001.6,7356185.1,89554.0,1930
11373,Multifamily Housing,126.0,101.81,5.22,69.0,555925.6,3764317.0,47773.0,1938
11218,Multifamily Housing,101.8,48.38,4.17,82.0,1055687.3,6841293.0,109695.0,1941
11230,Multifamily Housing,103.1,60.76,4.21,76.0,1095410.2,5819027.5,96408.0,1938
11230,Multifamily Housing,129.0,44.81,5.18,50.0,2859784.6,12727333.1,179304.0,1964
11235,Multifamily Housing,96.9,43.79,4.05,83.0,728099.4,4555342.3,75705.0,1932
10465,Multifamily Housing,142.2,50.46,5.52,38.0,2472641.4,10523560.0,141020.0,1963
10468,Multifamily Housing,129.3,153.83,5.3,38.0,1088018.9,6129225.9,79600.0,1927
10462,Multifamily Housing,97.7,70.82,5.81,80.0,437840.8,61254.7,67500.0,1932
10463,Multifamily Housing,139.9,51.97,5.32,32.0,1557418.8,5269000.1,78551.0,1949
10463,Multifamily Housing,152.3,47.41,6.17,21.0,1111974.5,6204999.7,69441.0,1937
10463,Multifamily Housing,100.3,31.02,3.92,71.0,3911721.3,16489609.7,312000.0,1955
10471,Multifamily Housing,107.1,23.08,4.3,65.0,927952.4,4921975.0,80000.0,1962
10471,Multifamily Housing,111.4,36.83,4.48,66.0,755962.2,3873790.1,60829.0,1969
10458,Multifamily Housing,81.3,26.69,3.29,89.0,845409.6,4556118.5,96250.0,1950
10025,Multifamily Housing,235.3,93.79,8.72,1.0,1948634.3,4960418.6,50001.0,2000
10463,Multifamily Housing,108.8,42.51,4.37,71.0,1442807.8,7855449.7,124772.0,1960
10010,Office,214.2,10.45,8.1,78.0,9830198.5,797233.3,193000.0,1902
10467,Multifamily Housing,177.5,90.17,6.92,9.0,1414525.2,5009563.5,56552.0,1926
10467,Multifamily Housing,97.2,62.2,5.65,76.0,784921.0,408169.7,76525.0,1928
10460,Multifamily Housing,95.6,17.41,5.09,72.0,792653.9,376763.6,63000.0,1929
10467,Multifamily Housing,124.7,113.11,6.47,43.0,1039062.3,416400.0,69960.0,1967
10458,Multifamily Housing,108.2,135.62,2.99,78.0,2481227.4,508916.1,82632.0,1923
10472,Multifamily Housing,220.2,207.29,9.29,2.0,1360557.6,10824542.5,74890.0,1929
10453,Multifamily Housing,178.0,123.88,7.03,6.0,1645099.2,6288054.6,68202.0,1927
10453,Multifamily Housing,151.0,51.37,8.14,38.0,915196.8,385409.4,55700.0,1926
10467,Multifamily Housing,133.5,85.85,7.07,56.0,809516.3,463339.4,61310.0,1923
10026,Multifamily Housing,232.4,69.72,8.49,7.0,4108051.0,8977397.2,99101.0,2005
10039,Multifamily Housing,163.4,116.53,6.19,41.0,2053030.1,6230288.0,82913.0,1921
10463,Multifamily Housing,150.8,63.99,5.81,16.0,1322071.4,4111109.6,57800.0,1958
10467,Multifamily Housing,117.2,104.82,6.48,68.0,622348.6,270596.7,51450.0,1926
10468,Multifamily Housing,141.2,105.52,7.43,40.0,1165195.3,429258.1,67320.0,1939
10025,Multifamily Housing,125.9,34.44,5.03,78.0,719246.2,3959643.1,54520.0,1925
10463,Multifamily Housing,104.8,27.96,4.23,65.0,887805.1,5087906.3,82500.0,1962
10024,Hotel,262.9,113.87,12.26,24.0,5384706.8,3948687.9,129575.0,1923
10036,Hotel,159.7,59.06,6.17,73.0,13137986.0,33809316.1,480000.0,1931
11230,Multifamily Housing,103.7,51.58,4.33,77.0,677882.2,4714236.3,71680.0,1930
10036,Office,148.1,24.72,5.18,80.0,1824099.9,2951.6,45300.0,1913
10032,Multifamily Housing,88.7,42.35,3.75,95.0,790800.2,3967148.5,74826.0,1915
10451,Office,227.2,24.08,8.0,56.0,4475894.6,2223.3,73886.0,1931
10036,Office,189.4,15.35,5.86,76.0,15524191.8,1165938.7,281862.0,1913
10003,Office,305.6,100.03,9.29,22.0,4096419.9,658.8,44506.0,1907
11209,Multifamily Housing,120.6,91.52,4.9,65.0,1510754.8,7399193.8,107595.0,1928
11213,Multifamily Housing,86.8,46.81,3.37,94.0,717448.6,2774944.3,62692.0,1928
11230,Multifamily Housing,101.2,60.15,4.2,74.0,633729.0,3861004.0,62154.0,1960
11230,Multifamily Housing,93.8,61.34,3.93,79.0,543232.0,4003387.2,66374.0,1938
10452,Multifamily Housing,168.5,122.66,6.7,18.0,2178680.3,8950563.8,99723.0,1989
10453,Multifamily Housing,121.4,108.53,6.33,63.0,878126.3,483060.0,66000.0,1927
10031,Multifamily Housing,119.6,60.05,4.68,90.0,975215.3,4615143.5,70863.0,1916
10032,Multifamily Housing,72.6,34.08,2.9,100.0,566885.3,2808124.1,68803.0,1915
10032,Multifamily Housing,75.8,40.46,4.04,98.0,651809.7,194954.8,71536.0,1922
10026,Multifamily Housing,162.6,56.72,9.58,4.0,680311.1,114326.5,55458.0,1905
11217,Multifamily Housing,67.0,21.13,1.83,99.0,1694553.2,99619.4,84910.0,1990
10019,Office,211.8,10.86,6.49,65.0,16075907.6,1048469.3,250435.0,1905
11356,Distribution Center,190.4,5.78,7.03,22.0,5726167.2,16829197.6,199400.0,1919
11224,Multifamily Housing,108.9,44.88,4.24,79.0,986294.2,3678509.8,66755.0,2010
11101,Multifamily Housing,119.9,62.62,4.86,63.0,928292.4,5186200.1,73639.0,2006
10128,Multifamily Housing,111.1,53.29,4.14,59.0,1046337.5,3260813.4,64198.0,1990
10019,Multifamily Housing,105.3,62.23,4.31,84.0,965416.7,4897942.7,80154.0,1993
10128,Multifamily Housing,126.0,66.2,5.09,62.0,1526713.5,7978756.9,109913.0,1985
11238,Multifamily Housing,105.4,74.36,4.33,79.0,1086801.8,5756566.7,92937.0,2002
10457,Multifamily Housing,107.2,50.98,4.47,83.0,986171.3,6497011.8,96691.0,1995
11226,Multifamily Housing,138.3,90.11,5.69,60.0,532170.0,3079997.6,37032.0,1931
10011,Office,116.9,9.59,4.33,94.0,3712078.3,523663.3,125000.0,1909
10001,Office,122.1,10.23,5.31,93.0,2454210.6,129803.3,94331.0,1929
10001,Office,172.3,24.17,6.2,74.0,7864593.4,6133.3,179131.0,1911
10011,Office,148.2,21.8,5.4,87.0,4347546.8,700833.3,120000.0,1910
10016,Office,123.7,4.34,4.69,94.0,4446112.7,4935935.3,170500.0,1912
10011,Office,230.2,39.2,8.23,44.0,6898938.0,3140690.0,120000.0,1911
10001,Office,88.5,12.3,3.86,93.0,1101600.9,19700.0,66115.0,1911
10016,Office,65.0,4.4,2.73,99.0,2064602.0,1373.5,160686.0,1915
10018,Office,163.4,12.4,5.94,82.0,5618400.2,3819.4,134600.0,1927
10001,Office,160.1,22.52,6.71,85.0,3300748.1,6890.9,98435.0,1928
10003,Office,105.2,7.85,4.44,93.0,1555255.5,0.0,65600.0,1911
10018,Office,123.9,10.31,4.5,80.0,1749557.4,1209.1,52698.0,1915
10011,Office,193.7,51.03,7.26,77.0,6451891.5,982184.4,140000.0,1912
10010,Office,131.7,7.43,5.13,89.0,11211888.5,21738.2,342429.0,1913
10016,Office,298.7,39.47,10.06,25.0,6718517.5,1173027.3,82997.0,1920
10018,Office,150.5,8.86,6.0,74.0,2376304.1,4587.9,65000.0,1912
10037,Multifamily Housing,113.5,60.84,4.49,73.0,1098501.9,4732896.7,77623.0,2001
10002,Multifamily Housing,105.6,64.99,4.46,83.0,780555.2,5529773.1,81303.0,1992
11226,Multifamily Housing,106.3,94.81,4.38,89.0,527932.8,2208038.1,37492.0,1928
11226,Multifamily Housing,126.4,59.99,5.23,77.0,451336.0,3232302.0,40500.0,1932
11226,Multifamily Housing,126.4,54.6,5.28,51.0,806998.6,6275775.4,76670.0,1931
11226,Multifamily Housing,123.9,76.23,4.99,66.0,930470.0,5419282.2,74169.0,1927
11226,Multifamily Housing,124.1,60.99,5.09,54.0,1322270.2,8992594.2,116873.0,1940
11225,Multifamily Housing,125.6,53.52,5.09,67.0,801120.1,4818047.7,64165.0,1926
11226,Multifamily Housing,104.2,46.13,4.16,77.0,1211166.4,6479415.9,108549.0,1941
10467,Multifamily Housing,113.5,68.15,4.68,78.0,572035.4,3446100.0,50000.0,1935
10028,Multifamily Housing,207.2,55.47,7.16,10.0,7056627.5,10661582.8,166431.0,1998
10014,Multifamily Housing,121.5,30.94,4.51,62.0,1413732.3,3735075.0,71709.0,2003
10128,Multifamily Housing,219.3,54.88,7.69,4.0,4295526.5,6636737.2,97399.0,1999
11375,Multifamily Housing,108.2,36.54,4.32,77.0,824072.6,4245540.0,69100.0,1950
10033,Multifamily Housing,159.2,58.42,8.31,25.0,977058.3,118584.8,45277.0,1920
10003,Multifamily Housing,147.4,29.66,4.59,33.0,2340125.7,1826122.4,66271.0,2010
10013,Office,216.0,9.67,6.73,59.0,12472269.5,6315256.8,214110.0,1926
10019,Multifamily Housing,109.4,48.99,5.64,61.0,559936.8,27881.8,33041.0,1911
10452,Multifamily Housing,150.3,110.4,6.48,47.0,719389.0,4260656.9,44736.0,1932
10031,Multifamily Housing,88.9,109.19,3.2,100.0,722817.7,1588426.7,46424.0,1920
10039,Multifamily Housing,125.0,8.79,4.85,81.0,555980.5,1987239.6,31949.0,1910
10452,Multifamily Housing,146.9,44.8,6.1,52.0,662159.9,4292136.8,46968.0,1926
10455,Multifamily Housing,151.1,108.66,4.1,51.0,2068310.3,203727.3,47313.0,1938
10456,Multifamily Housing,115.6,65.74,4.72,68.0,871329.9,5032486.9,73000.0,1947
10468,Multifamily Housing,118.8,20.48,4.84,67.0,1898417.7,10604166.6,151244.0,1922
10453,Multifamily Housing,129.4,85.89,5.18,55.0,1131058.6,5195562.9,72600.0,1925
10458,Multifamily Housing,134.7,76.73,5.56,67.0,469317.4,2817350.1,34410.0,1931
10034,Multifamily Housing,111.0,76.42,4.63,69.0,943722.1,4270181.0,67000.0,1926
10033,Multifamily Housing,98.8,27.29,5.15,91.0,662983.7,130315.1,69960.0,1923
10033,Multifamily Housing,117.9,34.0,6.35,79.0,636947.5,163006.1,66858.0,1923
10468,Multifamily Housing,126.0,116.42,5.24,71.0,601276.3,3822533.5,48925.0,1924
10022,Multifamily Housing,116.1,40.51,5.84,68.0,1671840.0,122515.6,102468.0,1931
10016,Multifamily Housing,112.5,24.55,5.84,96.0,991669.1,94770.6,64725.0,1924
10024,Multifamily Housing,86.5,32.5,3.32,86.0,2248391.1,8045279.2,188821.0,1920
10024,Multifamily Housing,92.7,45.1,4.74,82.0,1159889.0,125351.5,88692.0,1911
10452,Multifamily Housing,100.4,63.54,3.9,67.0,1425392.0,4659209.2,95964.0,1953
11101,Retail Store,120.4,11.82,4.15,60.0,1283983.8,2167317.7,55176.0,1982
10457,Multifamily Housing,68.4,164.5,2.12,100.0,659653.0,228813.3,33350.0,1962
11354,Multifamily Housing,117.4,65.67,4.82,50.0,1036356.2,6421993.9,89776.0,1962
11354,Multifamily Housing,104.8,46.87,5.54,65.0,1353244.7,585623.4,114151.0,1955
10453,Multifamily Housing,106.9,71.62,4.4,85.0,709704.9,4374549.7,67100.0,1928
11355,Multifamily Housing,129.3,89.04,5.32,55.0,3843001.6,24428180.1,308109.0,1962
10463,Multifamily Housing,83.6,21.63,3.43,91.0,1341051.9,8407439.9,165000.0,1931
11355,Multifamily Housing,141.8,72.3,5.92,37.0,4631001.3,34271610.1,376976.0,1965
10462,Multifamily Housing,85.9,152.15,3.38,96.0,2034825.5,8808551.8,191840.0,1930
11355,Multifamily Housing,130.3,77.88,5.34,69.0,3865515.4,24387378.8,306708.0,1962
11355,Multifamily Housing,125.8,77.33,5.17,60.0,3812373.0,23320711.1,305089.0,1962
10040,Multifamily Housing,131.6,55.79,7.12,40.0,4317181.0,1093460.0,298527.0,1963
11104,Multifamily Housing,110.8,61.66,4.39,68.0,2961556.9,16407813.4,258500.0,1937
11367,Multifamily Housing,112.5,75.72,4.0,63.0,3619447.6,6587279.5,167717.0,1950
11361,Multifamily Housing,109.3,33.05,5.63,78.0,1115472.9,201776.7,80300.0,1963
11368,Multifamily Housing,94.7,68.27,3.17,84.0,1836509.2,1814574.5,81730.0,1961
10040,Multifamily Housing,111.6,48.59,5.88,69.0,3500121.6,812533.3,245520.0,1959
11375,Multifamily Housing,104.0,56.32,3.81,92.0,2182997.5,5384950.6,125722.0,1966
11375,Multifamily Housing,104.4,30.94,4.02,85.0,1097260.3,4847971.8,88310.0,1949
11377,Multifamily Housing,92.0,52.24,3.69,92.0,978852.8,4927959.7,94384.0,1931
11217,Multifamily Housing,100.4,26.09,3.99,84.0,925208.5,4485414.1,80190.0,1941
10014,Hotel,244.1,60.32,7.74,37.0,3301932.4,2099099.9,52222.0,2010
10011,Multifamily Housing,128.9,22.75,4.44,28.0,2515015.6,3559643.3,92813.0,2006
10017,Multifamily Housing,111.7,46.44,4.55,77.0,696049.7,4396638.6,64819.0,1936
10461,Multifamily Housing,150.0,63.68,5.67,31.0,924157.3,3365199.9,46000.0,1928
10018,Office,130.6,9.25,4.29,88.0,1962866.9,2055706.5,66073.0,1924
10001,Office,154.4,0.16,5.38,94.0,2904625.2,5193357.6,99100.0,1927
10018,Office,145.6,10.03,4.9,94.0,3443794.8,4408470.6,110200.0,1929
10018,Office,277.4,117.22,9.17,10.0,1716154.0,1450432.2,25000.0,1920
10468,Multifamily Housing,132.2,86.51,5.39,68.0,769163.4,4395945.1,56000.0,1921
10467,Multifamily Housing,131.3,136.83,5.22,69.0,530919.9,2553330.3,35000.0,1927
10454,Office,78.4,3.84,2.47,98.0,1079444.6,731709.4,54500.0,1931
11375,Multifamily Housing,103.5,42.69,4.11,91.0,2146715.5,10145939.4,177375.0,1951
10463,Multifamily Housing,138.9,57.56,7.41,42.0,2102803.8,441650.0,134200.0,1966
11357,Multifamily Housing,130.3,27.85,5.18,73.0,1172757.8,6395553.5,85615.0,1928
11414,Multifamily Housing,106.2,49.81,4.36,65.0,2559334.5,13734085.2,219388.0,1963
10463,Multifamily Housing,140.5,53.61,7.64,46.0,2681665.5,542040.0,170104.0,1966
11372,Multifamily Housing,94.5,48.64,3.84,85.0,720305.8,4015066.9,72191.0,1937
10467,Multifamily Housing,151.1,70.34,7.4,32.0,4004399.0,1120772.5,201960.0,1963
11360,Multifamily Housing,129.5,38.0,4.72,32.0,9106603.8,20290448.2,399300.0,1961
11360,Multifamily Housing,68.5,33.32,2.62,97.0,4279011.2,15014571.0,448483.0,1961
11360,Multifamily Housing,113.5,41.01,5.49,60.0,1279818.5,34737299.8,356686.0,1969
11360,Multifamily Housing,150.6,36.11,7.15,19.0,9300292.8,667563.3,356687.0,1969
11368,Multifamily Housing,107.4,63.88,4.14,88.0,1986883.5,6924117.1,131283.0,1983
11377,Multifamily Housing,154.4,34.63,6.33,36.0,577956.4,4195184.7,43323.0,1930
11364,Multifamily Housing,199.7,51.02,6.65,3.0,10350850.9,9007009.2,210000.0,1949
10026,Multifamily Housing,106.2,33.04,3.61,68.0,1179232.1,1363575.0,49088.0,1910
11106,Multifamily Housing,110.5,65.6,4.64,90.0,459449.1,4668206.4,62195.0,1950
10471,Multifamily Housing,177.7,42.68,9.67,25.0,806119.9,170896.9,47430.0,1962
11365,Multifamily Housing,109.9,56.68,5.75,75.0,1640225.8,408950.0,120000.0,1951
10452,Multifamily Housing,124.3,84.16,4.85,58.0,981815.6,3888799.6,60528.0,1927
10452,Multifamily Housing,162.2,110.73,6.27,28.0,922769.5,3243766.5,40530.0,1926
10025,Multifamily Housing,118.0,33.6,4.74,74.0,481254.8,2832240.1,40740.0,1923
10040,Multifamily Housing,123.4,43.82,6.51,69.0,485191.3,325926.7,34790.0,1920
11235,Multifamily Housing,112.9,45.19,5.07,75.0,1588198.0,36044389.8,405000.0,1962
11220,Multifamily Housing,66.5,19.67,2.57,99.0,1509204.6,5312670.7,162000.0,1952
10019,Multifamily Housing,81.6,26.31,2.95,86.0,2922722.9,5622851.7,188879.0,2008
11104,Multifamily Housing,101.7,36.58,4.03,85.0,2141464.9,9435370.1,171325.0,1961
11372,Multifamily Housing,98.5,37.02,3.78,83.0,6441683.7,20195944.8,435435.0,1958
11205,Multifamily Housing,123.3,85.58,4.73,51.0,6822408.9,24956737.3,408089.0,1963
11432,Multifamily Housing,142.5,102.4,5.53,56.0,1966224.9,6708007.3,96000.0,1955
11201,Multifamily Housing,134.5,39.02,4.92,59.0,1560975.9,3506306.0,66000.0,1950
11231,Multifamily Housing,199.7,2.84,6.62,14.0,4290762.6,3936905.3,89000.0,2008
10013,Multifamily Housing,121.5,76.25,4.31,43.0,772808.0,1420253.3,33393.0,1925
11367,Multifamily Housing,110.0,67.86,3.91,65.0,3824575.1,6685400.2,177516.0,1950
11355,Multifamily Housing,111.1,69.7,5.91,70.0,1366410.3,1710409.1,100000.0,1960
11238,Multifamily Housing,140.1,58.2,5.63,42.0,5932200.5,30217839.6,378410.0,1963
11415,Multifamily Housing,101.9,38.25,4.26,81.0,932305.5,5219683.2,84422.0,1938
10468,Multifamily Housing,171.7,56.22,6.58,16.0,3131466.2,10755793.3,129000.0,1956
11377,Multifamily Housing,107.9,44.64,4.35,91.0,4352605.0,25072969.9,395000.0,1951
11365,Multifamily Housing,176.0,54.18,8.48,11.0,2374173.9,4562331.5,115000.0,1952
10463,Multifamily Housing,117.9,57.78,3.25,59.0,8136685.9,966486.7,237464.0,1965
10467,Multifamily Housing,110.9,62.53,5.37,70.0,2638449.9,2713484.8,175000.0,1965
11201,Multifamily Housing,102.1,26.99,3.65,68.0,1404327.5,2713402.9,73566.0,2006
10458,Multifamily Housing,178.3,92.56,10.6,19.0,766438.4,306913.6,55780.0,1925
10458,Multifamily Housing,160.3,86.86,9.31,26.0,734113.5,295359.2,54635.0,1930
10010,Office,184.2,12.03,6.35,85.0,13950949.1,23155018.8,388669.0,1930
10027,Multifamily Housing,100.9,23.06,3.35,66.0,2066025.0,1763297.0,82530.0,2012
10301,Multifamily Housing,146.6,36.36,5.91,42.0,1379601.3,6267969.9,77000.0,1965
10003,Office,170.7,9.13,5.76,87.0,13461022.9,2333.0,333340.0,1914
10175,Office,196.2,28.83,6.82,75.0,21875014.8,1238300.0,463896.0,1928
10010,Office,238.7,0.0,8.34,83.0,13532265.2,187700.0,210070.0,1924
10301,Multifamily Housing,148.5,47.19,5.72,34.0,1204690.4,4061159.4,56375.0,1981
10301,Multifamily Housing,129.1,46.35,5.23,43.0,1697420.8,9073724.6,121000.0,1924
10301,Multifamily Housing,141.1,27.64,5.84,28.0,678371.0,4533438.9,51552.0,1937
10301,Multifamily Housing,85.1,24.94,3.53,98.0,1110037.3,7173839.9,135846.0,1960
11218,Multifamily Housing,141.7,41.75,5.71,41.0,922241.9,3505500.1,51000.0,1939
10305,Multifamily Housing,95.5,24.37,3.75,87.0,1824508.2,7294281.3,146640.0,1964
10282,Senior Care Community,220.6,60.95,7.21,18.0,10757909.7,10111400.4,206801.0,2000
10463,Multifamily Housing,103.6,53.0,5.11,69.0,1293125.8,323850.0,89229.0,1955
11231,Multifamily Housing,87.7,20.42,3.56,99.0,2285169.4,10098004.8,220000.0,1952
10463,Multifamily Housing,129.5,46.57,5.23,40.0,942445.1,5116026.7,67987.0,1970
10013,Hotel,261.6,60.93,8.87,21.0,24659290.8,3592110.0,391124.0,2010
10033,Multifamily Housing,185.4,42.05,11.09,10.0,392928.6,118154.5,29710.0,1922
11201,Multifamily Housing,96.5,27.88,2.66,85.0,1898161.0,107332.0,65479.0,2013
10031,Multifamily Housing,140.6,62.47,5.62,69.0,778083.3,4188973.3,51876.0,1920
10001,Office,200.4,17.01,6.2,64.0,4728852.5,2568578.9,89582.0,1907
10472,Multifamily Housing,220.1,207.29,9.27,1.0,1360557.6,10824542.5,74890.0,1929
10032,Multifamily Housing,123.4,107.62,4.99,76.0,756695.8,3927242.0,55302.0,1915
10461,Multifamily Housing,167.6,90.11,9.97,7.0,715492.4,232350.0,50250.0,1929
10040,Multifamily Housing,177.7,67.97,10.42,5.0,396728.6,159340.6,28753.0,1930
10461,Multifamily Housing,137.8,70.21,8.31,18.0,365861.6,141000.0,36000.0,1925
10033,Multifamily Housing,133.8,83.03,8.03,42.0,543679.2,169757.6,43326.0,1927
10033,Multifamily Housing,169.9,139.26,10.15,16.0,257980.1,49487.9,29346.0,1922
10456,Multifamily Housing,98.4,47.97,3.78,88.0,488175.3,1637543.7,34465.0,1927
10011,Office,128.4,4.87,4.08,88.0,6256043.0,4832429.9,199086.0,1906
10018,Office,142.9,7.39,4.5,86.0,6281512.9,3191111.9,161519.0,1926
10018,Office,164.9,22.0,6.22,78.0,5149997.2,2234058.0,136974.0,1914
10010,Office,126.3,18.21,3.85,89.0,11534288.3,822790.0,308313.0,1914
10018,Office,154.4,15.88,5.61,86.0,17580732.2,1830724.2,465150.0,1925
10007,Office,182.0,26.17,7.01,85.0,19810393.9,1065765.6,461731.0,1915
10471,Multifamily Housing,96.7,49.05,3.85,80.0,1061896.4,4937666.8,92640.0,1958
10456,Multifamily Housing,119.9,66.8,4.51,32.0,705860.1,1921415.6,36524.0,2014
10001,Office,173.2,22.64,5.29,80.0,9592806.7,4229393.7,203096.0,1908
11205,Distribution Center,95.0,0.78,3.0,16.0,1258294.4,1088100.0,56384.0,1996
11235,Distribution Center,55.6,14.8,1.83,38.0,787042.6,755800.0,60117.0,2006
11101,Distribution Center,61.5,1.03,1.91,40.0,1181626.8,617200.0,72119.0,2006
11201,Distribution Center,55.9,0.8,1.85,65.0,1201126.4,1414399.9,97929.0,2006
10013,Residence Hall/Dormitory,145.6,22.74,4.35,62.0,3699973.1,966200.0,87172.0,2006
10011,Office,140.9,4.01,4.54,63.0,2500313.6,1943451.3,71613.0,2016
10001,Office,146.1,17.8,4.49,90.0,14987960.6,6877700.2,377064.0,1931
10474,Multifamily Housing,195.3,13.81,7.89,8.0,1441468.7,7665273.4,67800.0,1931
10458,Multifamily Housing,99.6,56.23,4.03,78.0,726563.5,3642712.4,63974.0,1926
10471,Multifamily Housing,146.6,62.69,7.34,20.0,1875357.0,201383.3,89868.0,1961
10457,Multifamily Housing,300.2,120.01,19.53,1.0,963085.1,345306.1,51000.0,1923
10458,Multifamily Housing,106.4,56.38,6.11,62.0,821575.4,357635.5,71100.0,1948
10458,Multifamily Housing,115.1,70.75,6.01,52.0,1121344.2,412384.8,73700.0,1954
10453,Office,159.2,38.46,7.8,77.0,1510235.6,6621.2,58418.0,1963
10018,Office,143.0,7.8,5.35,89.0,6403949.8,107258.1,181568.0,1906
11101,Office,77.9,10.35,2.61,97.0,1343036.2,1657349.9,79200.0,1913
10455,Multifamily Housing,101.9,102.34,4.11,84.0,730510.9,3702437.6,63648.0,1928
10455,Multifamily Housing,96.6,132.75,3.92,89.0,863837.8,4580052.8,81649.0,1929
